"Data";"Hora (UTC)";"Temp. Ins. (C)";"Temp. Max. (C)";"Temp. Min. (C)";"Umi. Ins. (%)";"Umi. Max. (%)";"Umi. Min. (%)";"Pto Orvalho Ins. (C)";"Pto Orvalho Max. (C)";"Pto Orvalho Min. (C)";"Pressao Ins. (hPa)";"Pressao Max. (hPa)";"Pressao Min. (hPa)";"Vel. Vento (m/s)";"Dir. Vento (m/s)";"Raj. Vento (m/s)";"Radiacao (KJ/m²)";"Chuva (mm)"
"01/07/2007";"0000";"17,4";"18,2";"17,0";"63,0";"65,0";"60,0";"10,2";"10,6";"10,2";"950,0";"950,0";"949,7";"0,0";"218,0";"0,0";"";"0,0"
"01/07/2007";"0100";"16,7";"17,5";"16,5";"65,0";"66,0";"62,0";"10,2";"10,3";"10,1";"950,3";"950,3";"950,0";"0,0";"238,0";"0,0";"";"0,0"
"01/07/2007";"0200";"15,9";"16,7";"15,9";"69,0";"70,0";"65,0";"10,3";"10,4";"10,1";"950,4";"950,4";"950,3";"0,0";"198,0";"0,0";"";"0,0"
"01/07/2007";"0300";"16,3";"16,3";"15,6";"68,0";"71,0";"68,0";"10,3";"10,3";"10,2";"950,4";"950,4";"950,4";"0,0";"212,0";"0,0";"";"0,0"
"01/07/2007";"0400";"16,8";"16,8";"15,7";"66,0";"71,0";"66,0";"10,4";"10,6";"10,4";"950,3";"950,4";"950,3";"0,0";"227,0";"0,0";"";"0,0"
"01/07/2007";"0500";"16,0";"16,8";"16,0";"70,0";"70,0";"66,0";"10,5";"10,5";"10,4";"950,2";"950,4";"950,2";"0,0";"215,0";"0,0";"";"0,0"
"01/07/2007";"0600";"15,7";"16,2";"15,6";"71,0";"71,0";"69,0";"10,5";"10,5";"10,5";"949,9";"950,2";"949,9";"0,0";"217,0";"0,0";"";"0,0"
"01/07/2007";"0700";"13,2";"15,6";"13,2";"81,0";"81,0";"71,0";"10,0";"10,6";"9,9";"949,8";"950,0";"949,8";"0,0";"138,0";"0,0";"";"0,0"
"01/07/2007";"0800";"13,8";"14,1";"12,9";"74,0";"81,0";"74,0";"9,3";"10,0";"9,3";"949,8";"949,9";"949,8";"0,0";"127,0";"0,0";"";"0,0"
"01/07/2007";"0900";"13,5";"14,0";"13,2";"75,0";"77,0";"73,0";"9,2";"9,5";"9,0";"950,1";"950,2";"949,8";"0,0";"122,0";"0,0";"";"0,0"
"01/07/2007";"1000";"13,4";"13,5";"13,0";"75,0";"78,0";"74,0";"9,0";"9,2";"8,9";"950,6";"950,6";"950,1";"0,0";"112,0";"0,0";"";"0,0"
"01/07/2007";"1100";"14,4";"14,5";"12,9";"74,0";"78,0";"74,0";"9,9";"10,1";"9,0";"951,2";"951,2";"950,6";"0,0";"112,0";"0,0";"211,10";"0,0"
"01/07/2007";"1200";"16,0";"16,2";"14,4";"70,0";"75,0";"69,0";"10,4";"10,5";"9,9";"951,8";"951,8";"951,2";"0,0";"117,0";"0,0";"914,30";"0,0"
"01/07/2007";"1300";"19,2";"19,2";"16,0";"61,0";"70,0";"61,0";"11,6";"11,6";"10,4";"952,2";"952,2";"951,8";"0,0";"101,0";"0,0";"1583,90";"0,0"
"01/07/2007";"1400";"22,4";"22,4";"19,2";"52,0";"62,0";"51,0";"12,0";"12,0";"11,4";"952,3";"952,4";"952,2";"0,0";"96,0";"0,0";"2096,60";"0,0"
"01/07/2007";"1500";"24,9";"24,9";"22,4";"36,0";"52,0";"35,0";"8,8";"11,9";"8,1";"951,9";"952,3";"951,9";"0,0";"181,0";"0,0";"2401,10";"0,0"
"01/07/2007";"1600";"25,2";"25,6";"24,1";"30,0";"37,0";"30,0";"6,5";"8,3";"6,1";"951,0";"951,9";"951,0";"0,0";"252,0";"0,0";"2493,20";"0,0"
"01/07/2007";"1700";"25,7";"25,7";"24,7";"31,0";"32,0";"29,0";"7,2";"7,3";"5,5";"950,2";"951,0";"950,2";"0,0";"212,0";"0,0";"2340,90";"0,0"
"01/07/2007";"1800";"25,4";"26,1";"25,2";"29,0";"31,0";"29,0";"6,3";"7,5";"6,1";"949,7";"950,2";"949,7";"0,0";"231,0";"0,0";"1974,30";"0,0"
"01/07/2007";"1900";"25,1";"25,8";"24,8";"31,0";"31,0";"28,0";"6,8";"7,4";"5,6";"949,5";"949,7";"949,5";"0,0";"216,0";"0,0";"1172,20";"0,0"
"01/07/2007";"2000";"22,8";"25,6";"22,8";"38,0";"38,0";"30,0";"7,7";"7,7";"6,2";"949,7";"949,7";"949,5";"0,0";"220,0";"0,0";"114,10";"0,0"
"01/07/2007";"2100";"17,6";"22,8";"17,6";"56,0";"57,0";"38,0";"8,7";"10,1";"7,4";"949,9";"950,0";"949,7";"0,0";"210,0";"0,0";"27,90";"0,0"
"01/07/2007";"2200";"17,1";"17,6";"16,5";"54,0";"57,0";"54,0";"7,7";"8,9";"7,7";"950,4";"950,4";"949,9";"0,0";"212,0";"0,0";"";"0,0"
"01/07/2007";"2300";"16,6";"17,6";"16,6";"55,0";"56,0";"52,0";"7,6";"8,0";"7,6";"950,9";"950,9";"950,4";"0,0";"172,0";"0,0";"";"0,0"
"02/07/2007";"0000";"15,6";"16,7";"15,6";"58,0";"58,0";"55,0";"7,5";"7,7";"7,4";"951,3";"951,3";"950,9";"0,0";"168,0";"0,0";"";"0,0"
"02/07/2007";"0100";"14,6";"15,6";"14,6";"61,0";"62,0";"56,0";"7,1";"7,6";"6,9";"951,6";"951,6";"951,3";"0,0";"155,0";"0,0";"";"0,0"
"02/07/2007";"0200";"13,8";"15,1";"13,8";"63,0";"63,0";"58,0";"6,8";"7,2";"6,6";"951,5";"951,7";"951,5";"0,0";"159,0";"0,0";"";"0,0"
"02/07/2007";"0300";"13,6";"14,4";"13,4";"62,0";"64,0";"58,0";"6,4";"6,9";"6,0";"951,5";"951,6";"951,5";"0,0";"158,0";"0,0";"";"0,0"
"02/07/2007";"0400";"13,6";"14,0";"13,2";"59,0";"63,0";"59,0";"5,7";"6,5";"5,7";"951,4";"951,5";"951,4";"0,0";"121,0";"0,0";"";"0,0"
"02/07/2007";"0500";"14,9";"14,9";"13,1";"56,0";"62,0";"53,0";"6,1";"6,1";"5,1";"951,1";"951,4";"951,1";"0,0";"113,0";"0,0";"";"0,0"
"02/07/2007";"0600";"13,1";"14,9";"13,1";"66,0";"66,0";"56,0";"7,0";"7,3";"6,1";"950,7";"951,2";"950,6";"0,0";"129,0";"0,0";"";"0,0"
"02/07/2007";"0700";"11,5";"13,1";"11,5";"76,0";"76,0";"66,0";"7,4";"7,5";"7,0";"950,5";"950,7";"950,5";"0,0";"134,0";"0,0";"";"0,0"
"02/07/2007";"0800";"11,3";"11,7";"11,1";"78,0";"79,0";"76,0";"7,7";"7,7";"7,4";"950,3";"950,5";"950,3";"0,0";"129,0";"0,0";"";"0,0"
"02/07/2007";"0900";"11,1";"11,4";"11,1";"80,0";"80,0";"78,0";"7,8";"7,9";"7,6";"950,5";"950,5";"950,3";"0,0";"136,0";"0,0";"";"0,0"
