"Data";"Hora (UTC)";"Temp. Ins. (C)";"Temp. Max. (C)";"Temp. Min. (C)";"Umi. Ins. (%)";"Umi. Max. (%)";"Umi. Min. (%)";"Pto Orvalho Ins. (C)";"Pto Orvalho Max. (C)";"Pto Orvalho Min. (C)";"Pressao Ins. (hPa)";"Pressao Max. (hPa)";"Pressao Min. (hPa)";"Vel. Vento (m/s)";"Dir. Vento (m/s)";"Raj. Vento (m/s)";"Radiacao (KJ/m²)";"Chuva (mm)"
"01/07/2024";"0000";"15,5";"16,3";"15,5";"99,0";"99,0";"90,0";"15,3";"15,6";"14,6";"946,3";"946,3";"945,8";"1,0";"144,0";"3,6";"799,80";"0,0"
"01/07/2024";"0100";"15,2";"15,6";"15,2";"94,0";"100,0";"91,0";"14,2";"15,4";"14,1";"946,6";"946,7";"946,3";"1,1";"110,0";"4,0";"768,60";"0,0"
"01/07/2024";"0200";"14,4";"15,2";"14,4";"96,0";"99,0";"93,0";"13,7";"14,7";"13,6";"947,1";"947,1";"946,6";"1,7";"96,0";"5,1";"1353,10";"0,0"
"01/07/2024";"0300";"14,1";"14,4";"14,1";"95,0";"100,0";"95,0";"13,4";"14,1";"13,4";"946,8";"947,1";"946,8";"1,7";"117,0";"5,8";"872,70";"0,0"
"01/07/2024";"0400";"13,7";"14,1";"13,7";"97,0";"97,0";"94,0";"13,3";"13,4";"13,2";"946,6";"946,8";"946,6";"1,8";"112,0";"5,2";"1377,10";"0,0"
"01/07/2024";"0500";"13,7";"13,7";"13,6";"98,0";"98,0";"96,0";"13,3";"13,3";"13,1";"946,3";"946,6";"946,3";"2,4";"113,0";"6,3";"890,20";"0,0"
"01/07/2024";"0600";"13,4";"13,7";"13,4";"100,0";"100,0";"97,0";"13,4";"13,5";"13,2";"945,9";"946,3";"945,8";"2,0";"120,0";"6,3";"1110,90";"0,0"
"01/07/2024";"0700";"13,4";"13,5";"13,4";"100,0";"100,0";"99,0";"13,4";"13,4";"13,3";"945,7";"945,9";"945,4";"1,6";"79,0";"5,7";"1289,80";"0,0"
"01/07/2024";"0800";"12,7";"13,4";"12,7";"";"";"";"";"";"";"946,2";"946,6";"945,7";"2,0";"85,0";"3,9";"1379,80";"0,0"
"01/07/2024";"0900";"12,3";"12,7";"12,3";"";"";"";"";"";"";"946,1";"946,4";"945,7";"1,8";"147,0";"6,1";"1684,80";"0,0"
