"Data";"Hora (UTC)";"Temp. Ins. (C)";"Temp. Max. (C)";"Temp. Min. (C)";"Umi. Ins. (%)";"Umi. Max. (%)";"Umi. Min. (%)";"Pto Orvalho Ins. (C)";"Pto Orvalho Max. (C)";"Pto Orvalho Min. (C)";"Pressao Ins. (hPa)";"Pressao Max. (hPa)";"Pressao Min. (hPa)";"Vel. Vento (m/s)";"Dir. Vento (m/s)";"Raj. Vento (m/s)";"Radiacao (KJ/m²)";"Chuva (mm)"
"01/07/2009";"0000";"20,4";"20,5";"19,6";"77,0";"83,0";"77,0";"16,2";"16,9";"16,2";"942,3";"942,6";"942,0";"2,5";"279,0";"5,1";"";"0,0"
"01/07/2009";"0100";"18,3";"20,4";"18,3";"85,0";"86,0";"77,0";"15,8";"16,4";"15,7";"942,6";"942,6";"942,2";"1,9";"265,0";"5,1";"";"0,0"
"01/07/2009";"0200";"19,1";"19,8";"18,4";"77,0";"85,0";"73,0";"15,0";"15,9";"14,8";"942,5";"943,0";"942,5";"2,6";"253,0";"7,0";"";"0,0"
"01/07/2009";"0300";"16,7";"19,1";"16,7";"87,0";"87,0";"76,0";"14,5";"14,9";"14,5";"942,4";"942,6";"942,4";"1,1";"260,0";"4,1";"";"0,0"
"01/07/2009";"0400";"16,2";"17,0";"16,2";"91,0";"91,0";"87,0";"14,8";"14,9";"14,5";"942,2";"942,4";"942,2";"0,9";"249,0";"2,0";"";"0,0"
"01/07/2009";"0500";"17,3";"17,4";"16,2";"85,0";"92,0";"85,0";"14,9";"15,0";"14,7";"942,0";"942,2";"942,0";"1,4";"208,0";"1,9";"";"0,0"
"01/07/2009";"0600";"17,8";"17,8";"17,1";"81,0";"86,0";"81,0";"14,5";"14,9";"14,5";"941,9";"942,0";"941,9";"1,5";"216,0";"1,9";"";"0,0"
"01/07/2009";"0700";"15,8";"17,8";"15,8";"91,0";"91,0";"81,0";"14,4";"14,7";"14,4";"941,9";"942,0";"941,9";"0,1";"39,0";"1,7";"";"0,0"
"01/07/2009";"0800";"15,4";"15,8";"15,4";"94,0";"94,0";"91,0";"14,4";"14,5";"14,3";"942,1";"942,1";"941,9";"0,2";"126,0";"0,7";"";"0,0"
"01/07/2009";"0900";"16,0";"16,1";"15,4";"94,0";"94,0";"92,0";"15,0";"15,0";"14,4";"942,4";"942,4";"942,1";"1,0";"77,0";"1,9";"";"0,0"
"01/07/2009";"1000";"16,1";"16,1";"15,6";"94,0";"95,0";"93,0";"15,1";"15,1";"14,7";"943,2";"943,2";"942,4";"0,6";"86,0";"1,5";"";"0,0"
